path,url,title,date,type_guess,weight_28d,clicks_28d,impressions_28d,avg_pos_28d,ctr_28d,clicks_7d,impressions_7d,avg_pos_7d,ctr_7d
/tc/insights/mother-in-law-relationship-boundaries-communication,https://refresh.bokss.org.hk/tc/insights/mother-in-law-relationship-boundaries-communication,個人成長 【婆媳關係】為何奶奶的一片好心，總讓新抱覺得被控制？,2026-08-17,標準熱話科普,5.734,4,137,7.28,0.029197,1,42,6.55,0.02381
/tc/insights/deal-with-toxic-coworkers-3-ways,https://refresh.bokss.org.hk/tc/insights/deal-with-toxic-coworkers-3-ways,工作與財務管理 【Re:Fresh Plus專屬內容】深度專欄 | 不做「情緒提款機」──三招優雅KO「職場惡人」,2025-08-20,Re:Fresh Plus 深度專欄,5.647,4,148,9.47,0.027027,0,31,12.81,0.0
/tc/insights/EmotionalEating,https://refresh.bokss.org.hk/tc/insights/EmotionalEating,運動與健康 化悲憤為食量卻越吃越傷心？｜營養師推薦5個小貼士 助你切斷情緒化暴飲暴食輪迴,2023-02-10,標準熱話科普,5.544,4,607,10.21,0.00659,0,99,11.08,0.0
/tc/insights/overcoming-self-criticism-act-therapy,https://refresh.bokss.org.hk/tc/insights/overcoming-self-criticism-act-therapy,個人成長 【情緒管理】大腦被情緒綁架？心理學教你走出「自我內耗」黑洞,2026-08-26,EAP／影片,5.367,4,471,7.39,0.008493,0,25,6.52,0.0
/tc/insights/LoveQuotes_Literature,https://refresh.bokss.org.hk/tc/insights/LoveQuotes_Literature,個人成長 文人談戀愛：6句愛情語錄 獻給不同階段的你,2023-02-14,標準熱話科普,5.359,4,464,12.51,0.008621,0,104,14.78,0.0
/tc/insights/upskilling,https://refresh.bokss.org.hk/tc/insights/upskilling,【與_ _對談】推動人才培訓 兩大關鍵成就技能升級,2025-04-22,EAP／影片,5.343,1,2160,46.38,0.000463,0,760,39.05,0.0
/tc/insights/ant-man-regrert,https://refresh.bokss.org.hk/tc/insights/ant-man-regrert,個人成長 學習與遺憾共處 4個方法讓蟻俠停止後悔,2023-02-22,標準熱話科普,5.319,4,423,9.19,0.009456,0,66,9.53,0.0
/tc/insights/mbti-2024,https://refresh.bokss.org.hk/tc/insights/mbti-2024,個人成長 BTS、Blackpink、Twice都在玩MBTI 16型人格的迷思與注意事項,2024-01-26,標準熱話科普,5.293,4,391,6.38,0.01023,0,36,5.89,0.0
/tc/insights/eap,https://refresh.bokss.org.hk/tc/insights/eap,【與＿＿對談】EAP成效不似預期 隱藏用法你用對了嗎？,2025-06-19,EAP／影片,5.293,4,391,15.44,0.01023,1,120,13.08,0.008333
/tc/insights/kindness,https://refresh.bokss.org.hk/tc/insights/kindness,人際關係︱從「隨機行善日」開始 小舉動收穫大快樂,2025-02-17,標準熱話科普,5.266,4,328,9.58,0.012195,1,56,9.48,0.017857
/tc/insights/workplace-communication-misreading-refresh-eap,https://refresh.bokss.org.hk/tc/insights/workplace-communication-misreading-refresh-eap,【Re:Fresh Plus專屬內容】「成日估錯老細意思？」拆解職場「讀心術」迷思：如何精準觀言察色？,2026-08-04,Re:Fresh Plus 深度專欄,5.096,2,33,8.24,0.060606,2,9,7.56,0.222222
/tc/insights/seasonal-affective-disorder,https://refresh.bokss.org.hk/tc/insights/seasonal-affective-disorder,運動與健康 期間限定的抑鬱 季節轉換注意！季節性情緒失調,2023-04-11,標準熱話科普,4.866,1,1920,8.13,0.000521,0,560,8.23,0.0
/tc/insights/lofimusic,https://refresh.bokss.org.hk/tc/insights/lofimusic,人際關係 個人成長 從Lo-Fi音樂學習擁抱「不完美的美」,2022-10-14,標準熱話科普,4.851,3,836,8.75,0.003589,0,176,9.18,0.0
/tc/insights/hong-kong-mbti-workplace-communication-st-sf-nf-nt,https://refresh.bokss.org.hk/tc/insights/hong-kong-mbti-workplace-communication-st-sf-nf-nt,工作與財務管理 【1分鐘教你】在職場上遇到這四種MBTI人，可以如何溝通？,2025-10-17,標準熱話科普,4.837,3,828,6.61,0.003623,1,170,7.19,0.005882
/tc/insights/worldcup2022,https://refresh.bokss.org.hk/tc/insights/worldcup2022,大器晚成不是夢 基奧特從執二灘變「銀河唯一」,2022-12-19,標準熱話科普,4.453,3,602,6.87,0.004983,2,94,6.45,0.021277
/tc/insights/autumn,https://refresh.bokss.org.hk/tc/insights/autumn,運動與健康 秋燥出沒注意！3招預防病邪養好身心,2022-09-22,標準熱話科普,4.379,3,554,7.32,0.005415,0,106,9.36,0.0
/tc/insights/children-phone-addiction-parenting-tips,https://refresh.bokss.org.hk/tc/insights/children-phone-addiction-parenting-tips,孩子機不離手爆親子衝突？5招教你將關係化危為機,2025-08-26,標準熱話科普,4.356,2,1134,8.44,0.001764,1,428,8.62,0.002336
/tc/insights/dopamine-addiction-attention-span,https://refresh.bokss.org.hk/tc/insights/dopamine-addiction-attention-span,個人成長 追劇慣開2倍速？拆解「爽劇」的速效多巴胺如何偷走你的耐心,2026-06-16,標準熱話科普,4.326,3,518,7.33,0.005792,0,121,8.28,0.0
/tc/insights/internationalwomensday-better-me,https://refresh.bokss.org.hk/tc/insights/internationalwomensday-better-me,個人成長 必須收藏！5句鼓舞女生的電影對白 鼓勵妳創造更好的自己,2023-03-08,標準熱話科普,4.266,2,46,8.28,0.043478,0,9,9.33,0.0
/tc/insights/japan-panchi-plush-toy-comfort-psychology-history-selfhelp-refresh,https://refresh.bokss.org.hk/tc/insights/japan-panchi-plush-toy-comfort-psychology-history-selfhelp-refresh,Panchi君爆紅與公仔熱潮：從歷史與心理學了解，不安時代的我們為何更渴望這份「可攜式安穩」？,2026-02-27,標準熱話科普,4.229,3,168,6.3,0.017857,1,26,5.15,0.038462
/tc/insights/workplace-negative-comments,https://refresh.bokss.org.hk/tc/insights/workplace-negative-comments,工作與財務管理 職場人際｜被無禮對待怎麼辦？（上）,2024-11-04,標準熱話科普,4.222,3,170,12.76,0.017647,0,28,12.29,0.0
/tc/insights/Wellness-Dollars,https://refresh.bokss.org.hk/tc/insights/Wellness-Dollars,工作與財務管理 職場管理｜健身瑜伽津貼、子女升學獎金 貼心福利得人心 提升員工幸福感的實踐指南,2025-01-15,標準熱話科普,4.222,3,170,13.89,0.017647,1,63,22.02,0.015873
/tc/insights/hong-kong-inner-child-workplace-boundaries-selflove,https://refresh.bokss.org.hk/tc/insights/hong-kong-inner-child-workplace-boundaries-selflove,個人成長 | 「我好廢」自責聲音無限Loop？ 三招教你跳出內耗，好好愛自己,2025-10-22,標準熱話科普,4.196,3,179,5.96,0.01676,1,44,6.27,0.022727
/tc/insights/hong-kong-men-are-like-that-gender-framing-HKEXpress-couple-fought,https://refresh.bokss.org.hk/tc/insights/hong-kong-men-are-like-that-gender-framing-HKEXpress-couple-fought,個人成長 「男人係咁㗎啦」 安撫背後的偏見 性別迷思你中了多少？,2025-11-05,標準熱話科普,4.159,3,195,9.03,0.015385,0,21,6.24,0.0
/tc/insights/EPinsideout,https://refresh.bokss.org.hk/tc/insights/EPinsideout,人際關係 個人成長 【與＿＿對談】把握青春期時機，從領隊變隊友，家長更能養出心理健全孩子,2024-07-11,EAP／影片,4.145,3,370,13.41,0.008108,0,110,13.07,0.0
/tc/insights/Emotional_Contagion,https://refresh.bokss.org.hk/tc/insights/Emotional_Contagion,情緒管理︱你是高敏感族嗎？留意職場「情緒傳染」放大你的喜怒哀樂,2025-02-28,標準熱話科普,4.113,3,328,16.52,0.009146,0,93,18.6,0.0
/tc/insights/WorkLifeIntegration,https://refresh.bokss.org.hk/tc/insights/WorkLifeIntegration,職場管理︱3大秘訣提升生產力 「工作與生活整合」成企業新趨勢,2025-03-27,標準熱話科普,4.111,2,1006,16.27,0.001988,1,647,16.69,0.001546
/tc/insights/bookfair2023,https://refresh.bokss.org.hk/tc/insights/bookfair2023,休息與睡眠 人際關係 個人成長 運動與健康 工作與財務管理 書展推介 6本必讀好書,2023-07-19,標準熱話科普,4.099,3,297,9.77,0.010101,1,117,9.76,0.008547
/tc/insights/daily-emotions-4,https://refresh.bokss.org.hk/tc/insights/daily-emotions-4,個人成長 情緒日常 | 不再讓舊物主宰情緒 從斷捨離學習「執心」,2024-06-05,EAP／影片,4.097,3,261,7.74,0.011494,0,46,7.59,0.0
/tc/insights/inclusive-leadership-employee-retention-culture,https://refresh.bokss.org.hk/tc/insights/inclusive-leadership-employee-retention-culture,工作與財務管理 領導變革從包容開始：打造讓人才「留下來」的文化,2025-09-01,標準熱話科普,4.052,0,2026,18.16,0.0,0,1024,18.4,0.0
/tc/insights/hong-kong-healing-mindful-walk-stress-relief-refresh,https://refresh.bokss.org.hk/tc/insights/hong-kong-healing-mindful-walk-stress-relief-refresh,【有片】城市散步的療癒力：把說不出口的疲憊，交給步伐,2025-12-12,標準熱話科普,3.96,2,54,10.5,0.037037,1,14,20.64,0.071429
/tc/insights/exercise,https://refresh.bokss.org.hk/tc/insights/exercise,運動與健康 【與＿＿對談】做運動不再是口號 三招助你擺脫三分鐘熱度,2024-08-05,EAP／影片,3.678,1,1320,8.85,0.000758,0,93,11.04,0.0
/tc/insights/harp_004,https://refresh.bokss.org.hk/tc/insights/harp_004,休息與睡眠 【豎琴療癒】忙亂中的平靜安穩,2022-01-15,EAP／影片,3.67,1,19,6.53,0.052632,0,2,6.0,0.0
/tc/insights/streching_002,https://refresh.bokss.org.hk/tc/insights/streching_002,【放鬆頭頸】同寒背講再見,2022-01-15,EAP／影片,3.54,1,20,12.7,0.05,1,1,5.0,1.0
/tc/insights/harp005,https://refresh.bokss.org.hk/tc/insights/harp005,【豎琴療癒】從共鳴中建立療癒氛圍,2022-09-07,EAP／影片,3.533,2,72,5.76,0.027778,0,13,7.15,0.0
/tc/insights/positivepsychologyNOV,https://refresh.bokss.org.hk/tc/insights/positivepsychologyNOV,人際關係 個人成長 正向心理學 「百毒不侵」的挫折應對力,2022-11-21,標準熱話科普,3.428,2,635,8.98,0.00315,2,130,8.62,0.015385
/tc/insights/friendship-breakup-doris-column3,https://refresh.bokss.org.hk/tc/insights/friendship-breakup-doris-column3,人際關係 個人成長 【Re:Fresh Plus專屬內容】深度專欄 | 給剛斷交、現在沒有知己而感到孤單的你,2024-04-30,Re:Fresh Plus 深度專欄,3.317,1,22,20.77,0.045455,0,5,7.2,0.0
/tc/insights/sleep-fun-facts,https://refresh.bokss.org.hk/tc/insights/sleep-fun-facts,為何深夜總是餓？ 5個你不知道的睡眠冷知識,2023-06-07,標準熱話科普,3.302,2,89,7.37,0.022472,0,5,10.4,0.0
/tc/insights/Emotional_Blackmail,https://refresh.bokss.org.hk/tc/insights/Emotional_Blackmail,人際關係 人際關係｜面對情勒不可怕 走出循環的敲詐,2025-02-20,標準熱話科普,3.244,2,527,8.96,0.003795,0,120,8.67,0.0
/tc/insights/moving,https://refresh.bokss.org.hk/tc/insights/moving,個人成長 工作與財務管理 你其實沒那麼怪！忠於自我 展露「異」能更快樂,2023-09-15,標準熱話科普,3.05,1,25,7.36,0.04,0,3,8.67,0.0
/tc/insights/retirement,https://refresh.bokss.org.hk/tc/insights/retirement,【與__對談】準退休人士必知3重點 實現無憂晚年,2024-11-11,EAP／影片,3.007,1,978,53.28,0.001022,0,96,45.24,0.0
/tc/insights/Psychological_Safety,https://refresh.bokss.org.hk/tc/insights/Psychological_Safety,【Re:Fresh Plus專屬內容】深度專欄 | 讓員工敢言、敢試、敢失敗：「心理安全感」是團隊重要的隱形競爭力,2025-05-15,Re:Fresh Plus 深度專欄,2.987,2,351,22.45,0.005698,0,176,21.91,0.0
/tc/insights/carer-stress,https://refresh.bokss.org.hk/tc/insights/carer-stress,人際關係 白日之下的照顧者辛酸 照顧者必學的7個自顧小貼士（附照顧者壓力評估連結）,2023-11-15,標準熱話科普,2.954,2,321,26.19,0.006231,0,38,12.53,0.0
/tc/insights/McDonalds-happy-meal-emotions,https://refresh.bokss.org.hk/tc/insights/McDonalds-happy-meal-emotions,開心樂園餐消失的笑容 鼓勵接納不同情緒 It's ok to be not ok,2024-05-22,標準熱話科普,2.936,2,165,7.73,0.012121,1,32,7.72,0.03125
/tc/insights/july-theory-breakup-resign-psychology-refresh,https://refresh.bokss.org.hk/tc/insights/july-theory-breakup-resign-psychology-refresh,個人成長 【7月理論】突然想分手、離職？心理學拆解為何盛夏總讓你想「砍掉重練」,2026-07-27,日子／國際日專題,2.934,2,166,5.58,0.012048,1,24,8.54,0.041667
/tc/insights/habit-good-target,https://refresh.bokss.org.hk/tc/insights/habit-good-target,個人成長 壞習慣戒不了，好習慣難養成 設定目標要用對方法,2023-05-03,標準熱話科普,2.926,2,291,9.16,0.006873,0,66,8.32,0.0
/tc/insights/hong-kong-love-reality-shows-mental-health,https://refresh.bokss.org.hk/tc/insights/hong-kong-love-reality-shows-mental-health,個人成長 一文看清｜港人為何著迷《女神配對》？戀愛真人騷背後的都市心理,2025-09-16,標準熱話科普,2.925,2,172,8.98,0.011628,0,51,10.69,0.0
/tc/Insights/comedy001,https://refresh.bokss.org.hk/tc/Insights/comedy001,工作與財務管理 以笑聲療癒敗壞 走出心靈結界,2022-06-01,標準熱話科普,2.916,2,180,8.53,0.011111,0,22,10.95,0.0
/tc/insights/purpose-anxiety-meaning-of-life-creation-guide,https://refresh.bokss.org.hk/tc/insights/purpose-anxiety-meaning-of-life-creation-guide,年末易有目標焦慮（Purpose Anxiety）？ 找不到人生意義沒關係，走出這迷思便可以,2025-12-30,標準熱話科普,2.911,2,185,9.24,0.010811,1,35,13.26,0.028571
/tc/insights/mindfulness_001,https://refresh.bokss.org.hk/tc/insights/mindfulness_001,休息與睡眠 【回到當下】培養靜觀好心態,2022-06-23,標準熱話科普,2.909,2,268,11.37,0.007463,0,60,13.05,0.0
/tc/insights/DreamQuotes,https://refresh.bokss.org.hk/tc/insights/DreamQuotes,實現夢想的秘方 Jisoo、RM...5句星級語錄 助你拉近與夢想的距離,2023-08-10,標準熱話科普,2.907,2,264,8.72,0.007576,0,43,8.67,0.0
/tc/insights/hk-workplace-loneliness-causes-and-tips-refresh,https://refresh.bokss.org.hk/tc/insights/hk-workplace-loneliness-causes-and-tips-refresh,【Re:Fresh Plus專屬內容】深度專欄 | 同事變網友？拆解新常態下「職場孤獨感」3大成因與破冰對策,2026-02-02,Re:Fresh Plus 深度專欄,2.906,1,27,7.41,0.037037,0,3,7.67,0.0
/tc/insights/psychology-of-rain-pink-noise-healing,https://refresh.bokss.org.hk/tc/insights/psychology-of-rain-pink-noise-healing,個人成長 日日落雨好鬱悶？研究：天氣不似預期，但原來可隨「雨」而安,2026-08-14,標準熱話科普,2.904,2,193,6.98,0.010363,0,22,8.09,0.0
/tc/insights/career-values,https://refresh.bokss.org.hk/tc/insights/career-values,職場成長 | 何謂職業價值觀？怎樣影響你的職場階梯？與專家探索職涯未知領域,2025-01-10,標準熱話科普,2.903,2,257,7.88,0.007782,2,52,8.98,0.038462
/tc/insights/hong-kong-understand-nightmares-safe-space-sleep-tips-refresh,https://refresh.bokss.org.hk/tc/insights/hong-kong-understand-nightmares-safe-space-sleep-tips-refresh,【有片】惡夢纏擾睡不好？專家教你三招「大腦安睡法」化解焦慮,2026-01-30,標準熱話科普,2.9,2,200,11.72,0.01,0,46,17.17,0.0
/tc/insights/daily-emotions-3,https://refresh.bokss.org.hk/tc/insights/daily-emotions-3,個人成長 運動與健康 朋輩支援與發展 情緒日常 | 朋輩支援員 運動人生學 找回個人價值,2024-02-22,EAP／影片,2.897,2,240,10.75,0.008333,0,49,9.39,0.0
/tc/insights/career-burnout-symptoms-management-guide-EAP,https://refresh.bokss.org.hk/tc/insights/career-burnout-symptoms-management-guide-EAP,工作與財務管理 【Re:Fresh Plus專屬內容】深度專欄 |「好攰呀，點算好？」小心Burnout求救訊號，高管打工仔必讀的自救指南,2026-06-10,Re:Fresh Plus 深度專欄,2.897,2,207,9.68,0.009662,0,48,9.06,0.0
/tc/insights/Defensive-Pessimism,https://refresh.bokss.org.hk/tc/insights/Defensive-Pessimism,情緒管理｜善用負面的力量 防禦性悲觀 助你從負面思考到積極行動,2024-12-18,標準熱話科普,2.689,1,814,9.6,0.001229,0,158,9.85,0.0
/tc/insights/focus-attention-workplace-distraction-productivity,https://refresh.bokss.org.hk/tc/insights/focus-attention-workplace-distraction-productivity,【Re:Fresh Plus專屬內容】深度專欄 | 職場心散王必看！提升專注力的實用錦囊,2025-07-21,Re:Fresh Plus 深度專欄,2.461,1,36,11.64,0.027778,1,8,11.12,0.125
/tc/insights/middle-manager-burnout-hong-kong-survival-guide,https://refresh.bokss.org.hk/tc/insights/middle-manager-burnout-hong-kong-survival-guide,【Re:Fresh Plus專屬內容】深度專欄 | 中層主管壓力爆煲？拆解香港職場「負能量海綿」的成因與自救之道,2026-01-05,Re:Fresh Plus 深度專欄,2.301,1,41,16.85,0.02439,1,13,9.69,0.076923
/tc/insights/lost-in-workplace,https://refresh.bokss.org.hk/tc/insights/lost-in-workplace,工作與財務管理 職場成長｜Job、Career分不清？在職場迷失怎麼辦？專家建議先這樣做,2025-01-08,標準熱話科普,2.275,1,42,12.24,0.02381,0,11,9.0,0.0
/tc/insights/Employee_Assistance_Programme,https://refresh.bokss.org.hk/tc/insights/Employee_Assistance_Programme,工作與財務管理 【Re:Fresh Plus專屬內容】深度專欄 | 當心理輔導變成秘密行動 企業該如何讓EAP發揮真正力量？,2025-06-05,Re:Fresh Plus 深度專欄,2.275,1,42,24.69,0.02381,1,11,20.27,0.090909
/tc/insights/minimalism-less-means-more,https://refresh.bokss.org.hk/tc/insights/minimalism-less-means-more,個人成長 清除心理雜物 練習極簡心態 在哪裡也能像北歐人般快樂,2024-06-17,標準熱話科普,2.224,1,44,8.91,0.022727,1,9,13.11,0.111111
/tc/insights/harp_002,https://refresh.bokss.org.hk/tc/insights/harp_002,休息與睡眠 【豎琴療癒】帶你五官遊世界,2022-01-15,EAP／影片,2.201,1,45,7.42,0.022222,0,16,7.19,0.0
/tc/insights/appraisal,https://refresh.bokss.org.hk/tc/insights/appraisal,工作與財務管理 【Re:Fresh Plus專屬內容】深度專欄 | 企業厭倦「績效考核」？「持續績效管理」乘勢崛起,2025-03-12,Re:Fresh Plus 深度專欄,2.138,1,48,15.17,0.020833,0,19,16.47,0.0
/tc/insights/brain,https://refresh.bokss.org.hk/tc/insights/brain,個人成長 神奇的大腦：控制情緒和它的5個趣聞,2022-09-29,標準熱話科普,2.102,1,501,10.2,0.001996,0,113,10.1,0.0
/tc/insights/chillclub-2024,https://refresh.bokss.org.hk/tc/insights/chillclub-2024,人際關係 個人成長 人生迷茫怎麼辦！ 從Chill Club入圍廣東歌尋找啟發,2024-05-06,標準熱話科普,2.066,1,52,10.56,0.019231,0,12,6.33,0.0
/tc/insights/harp_001,https://refresh.bokss.org.hk/tc/insights/harp_001,休息與睡眠 【豎琴療癒】豎琴音樂 x 靜心呼吸,2022-01-15,EAP／影片,2.005,1,56,9.64,0.017857,0,22,10.09,0.0
/tc/insights/yoga01,https://refresh.bokss.org.hk/tc/insights/yoga01,運動與健康 靜心伸展24小時：晨早篇,2022-12-02,EAP／影片,2.005,1,56,8.04,0.017857,0,30,3.53,0.0
/tc/insights/emotional_flashback,https://refresh.bokss.org.hk/tc/insights/emotional_flashback,情緒管理︱助你重拾勇氣 3個實踐練習應對「情緒重現」,2025-04-30,標準熱話科普,1.945,1,412,10.91,0.002427,0,19,14.74,0.0
/tc/insights/MIND-diet,https://refresh.bokss.org.hk/tc/insights/MIND-diet,健康飲食｜英女王、荷里活名人推崇 MIND diet麥得飲食法 讓大腦回春的飲食潮流,2024-08-14,標準熱話科普,1.93,1,62,8.65,0.016129,1,18,9.44,0.055556
/tc/insights/Meow,https://refresh.bokss.org.hk/tc/insights/Meow,個人成長 個人成長︱2.22「貓之日」：解開來自喵星主子的秘密 為你心愛的貓咪做心理測驗,2025-02-21,標準熱話科普,1.871,1,68,10.15,0.014706,0,10,9.5,0.0
/tc/insights/financial-management-4-suggestions,https://refresh.bokss.org.hk/tc/insights/financial-management-4-suggestions,財務管理｜無懼風浪的安心理財法 美國學者4個建議擺脫財務焦慮,2024-11-18,標準熱話科普,1.841,1,349,13.16,0.002865,0,77,12.27,0.0
/tc/insights/debug-workplace-perfectionism-no-burnout,https://refresh.bokss.org.hk/tc/insights/debug-workplace-perfectionism-no-burnout,人際關係 個人成長 工作與財務管理 【與_ _對談】Debug職場完美主義驅動模式 追求高效不內耗,2025-09-29,標準熱話科普,1.831,1,73,11.48,0.013699,0,19,14.11,0.0
/tc/insights/double_11,https://refresh.bokss.org.hk/tc/insights/double_11,工作與財務管理 「雙11購物節」折扣愈多愈焦慮？小心你已掉進促銷心理陷阱,2025-11-11,標準熱話科普,1.792,1,317,12.23,0.003155,0,130,13.95,0.0
/tc/insights/emo-summer-nature-outdoor,https://refresh.bokss.org.hk/tc/insights/emo-summer-nature-outdoor,運動與健康 長期在家易令人emo 做好防暑措施 親近大自然為身心叉電,2024-07-15,標準熱話科普,1.78,1,309,8.24,0.003236,1,89,10.55,0.011236
/tc/insights/workplace-career-relationship,https://refresh.bokss.org.hk/tc/insights/workplace-career-relationship,工作與財務管理 適應新工必讀：職涯專家3要點 教你跟任何人也能打好關係,2023-02-16,標準熱話科普,1.737,1,279,10.81,0.003584,0,147,10.5,0.0
/tc/insights/Chatgpt_Anxiety,https://refresh.bokss.org.hk/tc/insights/Chatgpt_Anxiety,情緒管理︱ChatGPT情緒告急！靜觀「安撫」AI焦慮,2025-03-18,標準熱話科普,1.716,1,95,15.17,0.010526,0,22,10.68,0.0
/tc/insights/love-story-interview,https://refresh.bokss.org.hk/tc/insights/love-story-interview,個人成長 【與__對談】明瞭彼此需要 讓愛跨越精神困擾,2024-02-07,標準熱話科普,1.709,1,97,17.03,0.010309,0,19,12.21,0.0
/tc/insights/maskmandate,https://refresh.bokss.org.hk/tc/insights/maskmandate,人際關係 除罩見人心慌慌？ 復常小貼士 助你預備好心情,2023-02-28,標準熱話科普,1.706,1,98,8.68,0.010204,0,21,9.67,0.0
/tc/insights/koojunyup-sculpture-hsushiyuan-grief-recovery-refresh,https://refresh.bokss.org.hk/tc/insights/koojunyup-sculpture-hsushiyuan-grief-recovery-refresh,從具俊曄《熙媛的永恆軌道》認識創傷復原：在療癒之前，請允許自己傷心──有些告別，或需用一生來完成,2026-02-03,標準熱話科普,1.706,1,98,7.81,0.010204,1,23,10.7,0.043478
/tc/insights/work-listening,https://refresh.bokss.org.hk/tc/insights/work-listening,【與＿＿對談】不要打斷對話！ 謹守3原則 成為職場聆聽達人,2025-02-20,EAP／影片,1.691,1,242,18.04,0.004132,0,67,13.13,0.0
/tc/insights/womens-day-emotional-labor-mental-load-self-care-tips,https://refresh.bokss.org.hk/tc/insights/womens-day-emotional-labor-mental-load-self-care-tips,個人成長 【婦女節必讀】女人唔易做，老公是「豬隊友」？3招教你拆解家務與情緒負擔！,2026-03-06,標準熱話科普,1.688,1,240,8.62,0.004167,0,56,9.39,0.0
/tc/insights/hong-kong-post-vacation-blues-dopamine-crash-refresh,https://refresh.bokss.org.hk/tc/insights/hong-kong-post-vacation-blues-dopamine-crash-refresh,假後開工總是「年初四咁嘅樣」？專家教你用「7分力」應對長假後遺症,2026-02-24,標準熱話科普,1.687,1,239,11.22,0.004184,0,45,23.42,0.0
/tc/insights/leadership,https://refresh.bokss.org.hk/tc/insights/leadership,【與_ _對談】卸下「黑面」面具：締造上司下屬共贏的正向職場,2025-02-27,EAP／影片,1.684,1,106,11.25,0.009434,0,12,7.17,0.0
/tc/insights/drama-therapy,https://refresh.bokss.org.hk/tc/insights/drama-therapy,個人成長 在Mitch Albom、莊梅岩的劇場度過療癒時光之後 啟動對戲劇治療的好奇,2023-10-18,標準熱話科普,1.671,1,224,12.24,0.004464,1,32,20.19,0.03125
/tc/insights/hong-kong-overcoming-parenting-anxiety-good-enough-parents,https://refresh.bokss.org.hk/tc/insights/hong-kong-overcoming-parenting-anxiety-good-enough-parents,怕被人話「生仔要考牌」？擺脫完美育兒焦慮：練習做個足夠好的父母,2026-01-20,標準熱話科普,1.666,1,219,7.01,0.004566,1,32,6.16,0.03125
/tc/insights/three-questions,https://refresh.bokss.org.hk/tc/insights/three-questions,【與 _ _ 對談】回答3條核心問題 助你擺脫職涯迷失,2025-01-16,EAP／影片,1.663,1,116,23.33,0.008621,1,25,22.64,0.04
/tc/insights/hong-kong-psychological-contract-loyalty-career-replacement-security,https://refresh.bokss.org.hk/tc/insights/hong-kong-psychological-contract-loyalty-career-replacement-security,職場生存學｜忠誠不敵制度？！ 為何盡心盡力還是會被淘汰？給努力工作者的心理提醒,2025-10-28,標準熱話科普,1.661,1,213,11.15,0.004695,0,63,15.89,0.0
/tc/insights/perma,https://refresh.bokss.org.hk/tc/insights/perma,【與_ _對談】5大幸福元素 共建快樂職場,2025-03-25,EAP／影片,1.657,1,120,17.68,0.008333,1,25,30.72,0.04
/tc/insights/dream-house-5principles,https://refresh.bokss.org.hk/tc/insights/dream-house-5principles,個人成長 5個療癒家居原則 助你尋回舒適避靜安樂窩,2023-05-17,標準熱話科普,1.645,1,193,7.7,0.005181,1,43,10.95,0.023256
/tc/insights/post/family_001,https://refresh.bokss.org.hk/tc/insights/post/family_001,人際關係 家庭衝突急救包,2022-03-08,標準熱話科普,1.644,1,191,12.83,0.005236,0,95,12.86,0.0
/tc/insights/hong-kong-nationalgames-torch-relay-psychology-greater-bay-area,https://refresh.bokss.org.hk/tc/insights/hong-kong-nationalgames-torch-relay-psychology-greater-bay-area,盛事心理學｜從火炬到連繫：全運會如何建構城市歸屬感,2025-11-03,標準熱話科普,1.637,1,177,9.06,0.00565,0,65,10.05,0.0
/tc/insights/cantonese-compliment,https://refresh.bokss.org.hk/tc/insights/cantonese-compliment,人際關係 【國際母語日】香港人守護廣東話 從讚人開始,2023-02-21,標準熱話科普,1.636,1,143,9.16,0.006993,0,33,7.36,0.0
/tc/insights/Chinese-medicine0506,https://refresh.bokss.org.hk/tc/insights/Chinese-medicine0506,運動與健康 【與__對談】喝酒助眠、少運動超NG！ 中醫推兩款優眠湯水,2023-06-05,標準熱話科普,1.636,1,143,16.88,0.006993,0,31,13.19,0.0
/tc/insights/dark-side-emotions,https://refresh.bokss.org.hk/tc/insights/dark-side-emotions,Don't Trick but Treat your dark side 5個方法應對暗黑情緒,2023-10-30,標準熱話科普,1.636,1,176,8.66,0.005682,0,37,9.46,0.0
/tc/insights/psychology-of-jieyang-animal-abuse-moral-injury,https://refresh.bokss.org.hk/tc/insights/psychology-of-jieyang-animal-abuse-moral-injury,個人成長 揭陽虐狗案為何讓人久久未能平復？心理學：你的憤怒，源於「道德創傷」,2026-07-23,標準熱話科普,1.635,1,174,7.65,0.005747,0,30,7.17,0.0
/tc/insights/sense-of-ritual-daily,https://refresh.bokss.org.hk/tc/insights/sense-of-ritual-daily,個人成長 旅行以外的充電法 將平凡事做得不平凡 為生活加入儀式感,2023-11-01,標準熱話科普,1.634,1,146,9.45,0.006849,0,19,10.53,0.0
/tc/insights/chi_med,https://refresh.bokss.org.hk/tc/insights/chi_med,春不養夏易病：春天最易遇上的4個健康問題,2022-04-26,標準熱話科普,1.633,1,160,8.92,0.00625,1,34,6.5,0.029412
/tc/insights/mum,https://refresh.bokss.org.hk/tc/insights/mum,休息與睡眠 個人成長 工作與財務管理 斜槓媽媽與平靜的距離 4種辛酸話你知,2022-10-13,標準熱話科普,1.633,1,155,7.66,0.006452,0,24,7.12,0.0
/tc/insights/tax,https://refresh.bokss.org.hk/tc/insights/tax,工作與財務管理 稅單來襲怎麼辦？ 3招教你精明交稅,2022-10-19,標準熱話科普,1.633,1,164,18.44,0.006098,0,22,13.09,0.0
